ASIN,コード,タイトル,メーカー、ブランド,定価,新品価格,新品安値ギャップ,新品数,中古最安値,中古安値ギャップ,中古数,在庫,ランキング,レビュー数,発売日
"B0007VDF22","0008888332435","Lumines (輸入版)","UbiSoft(World)","3,696","3,486","32","9","330","11","11","○","43,850","","2006/06/15"
"B0009Z3IXM","0008888332817","【輸入版:北米】Peter Jackson's King Kong","UbiSoft(World)","8,100","4,633","1","6","2,544","1,286","4","○","48,601","","2005/11/21"
"B000GJ0J2Y","0008888332824","Prince of Persia Rival Swords　（PSP 輸入版　北米）日本版PSP動作可","UBI Soft","1,290","1,290","0","7","1,289","1","2","○","30,573","",""
"B000E0L41K","0008888332985","Astonishia Story (PSP 輸入版　北米）","UBI Soft","2,690","2,690","0","7","2,600","90","1","○","47,172","",""
"B000FFL1M6","0008888333135","【輸入版:北米】Open Season","UbiSoft(World)","8,100","1,890","0","6","1,890","0","1","○","41,714","","2006/09/19"
"B000JIR62S","0008888333357","Star Wars Lethal Alliance (輸入版)","UbiSoft(World)","7,052","7,402","1","8","7,402","1","1","○","42,214","","2006/12/05"
"B000M4M79G","0008888333418","TMNT(輸入版)","UbiSoft(World)","","14,558","81","4","12,057","2,501","1","×","21,613","2","2007/03/20"
"B001RTCOW0","0008888334903","Tenchu: Shadow Assassins(輸入版)","UbiSoft(World)","2,079","1,690","0","8","1,690","0","","○","42,866","","2009/03/24"
"B002EZH7T6","0008888335436","Avatar The Game(輸入版)","UbiSoft(World)","","1,950","180","7","1,800","130","2","×","25,531","","2009/12/08"
"B002BS47WG","0008888335733","Assassins Creed: Bloodlines","UBI Soft","2,987","2,320","816","4","2,215","105","1","○","13,676","",""
"B0030GBU2S","0008888335825","Prince of Persia: The Forgotten Sands(輸入版)","UbiSoft(World)","1,490","1,490","0","7","1,490","0","","○","38,979","","2010/05/18"
"B000F1WEQ2","0010086660043","【輸入版:北米】Super Monkey Ball Adventure","Sega of America(World)","8,100","5,786","1","5","3,500","2,286","2","○","43,995","","2006/08/01"
"B000HQG5FG","0010086660142","Sega Genesis Collection(輸入版)","Sega of America(World)","","4,950","1,310","11","2,838","2,112","1","×","18,491","4","2006/11/16"
"B000R39IBM","0010086660210","The Golden Compass （PSP 輸入版 北米）日本版PSP動作可",""Sega of America, Inc."","1,290","1,290","952","6","341","949","2","○","45,072","",""
"B003PHLTIC","0010086660326","Phantasy Star Portable 2 (輸入版)","Sega of America(World)","15,759","16,420","279","4","4,000","5,420","3","○","49,547","","2010/09/14"
"B00005AM4V","0013388270026","Viewtiful Joe Red Hot Rumble (PSP 輸入版　北米）","Capcom","2,401","2,430","206","5","1,680","750","1","○","29,908","",""
"B000CBCVEU","0013388270064","Monster Hunter Freedom (輸入版)","Capcom Entertainment(World)","4,120","4,470","1","6","4,470","1","1","○","39,306","","2006/08/07"
"B000CBCVF4","0013388270071","Mega Man Powered Up(輸入版)","Capcom Entertainment(World)","1,730","1,690","40","8","1,624","66","1","○","42,988","","2006/03/14"
"B000QTD05M","0013388270132","Monster Hunter Freedom 2(輸入版)","Capcom Entertainment(World)","1,890","1,890","0","9","1,890","0","","○","26,631","","2007/08/28"
"B001HWF1OA","0013388270163","Monster Hunter Freedom Unite(輸入版)","Capcom Entertainment(World)","2,100","2,090","0","8","2,090","0","1","○","30,906","","2009/06/23"
"B007699C84","0013388270231","Mega Man Dual Pack(輸入版)","Capcom Entertainment(World)","","6,703","1,276","3","6,703","1,276","","×","33,076","","2011/09/16"
"B005OPWSCY","0013388270248","Capcom Classics Collection Dual Pack(PSP 輸入版　北米）","Capcom","","17,923","0","8","17,923","0","","×","16,455","7",""
"B000930DMS","0014633149760","【輸入版:北米】The Godfather: Mob Wars","Electronic Arts(World)、￥ 3,458","8,100","6,762","1","5","5,338","637","3","○","21,134","3","2006/09/19"
"B0009350BC","0014633149883","Harry Potter: Goblet of Fire (輸入版)","Electronic Arts(World)","6,137","6,487","1","8","5,420","1,067","1","○","43,575","","2006/09/08"
"B0009351QQ","0014633151008","Marvel Nemesis Rise of the Imperfects (輸入版)","Electronic Arts(World)","11,976","12,326","1","6","5,820","6,506","1","○","29,294","","2005/10/05"
"B000QCU9IA","0014633154931","The Simpsons Game　（PSP 輸入版　北米）日本版PSP動作可","Electronic Arts","8,237","8,577","359","6","4,339","1,661","2","○","29,354","",""
"B0015XEQE2","0014633154986","Harry Potter and the Order of the Phoenix （輸入版）","Electronic Arts","13,560","13,899","1","3","6,920","6,979","1","○","47,591","",""
"B001AZFSCE","0014633155204","Harry Potter and the Half-Blood Prince （PSP 輸入版）","Electronic Arts","2,000","2,000","0","8","1,880","120","1","○","26,485","",""
"B0029ZUPYK","0014633193695","Dante's Inferno (PSP 輸入版　北米）","Electronic Arts","2,290","2,290","440","6","2,290","440","","○","43,327","",""
"B000EE1LKU","0020626725538","Miami Vice(PSP 輸入版　北米）","Sierra","3,490","3,490","1,100","4","909","1","2","○","32,181","",""
"B000F1YH62","0020626725576","Scarface Money Power Respect(輸入版)","Vivendi Universal Games(World)","1,890","1,890","240","6","1,237","80","3","○","10,959","","2006/10/08"
"B00113X7YQ","0023272332396","STAR WARS THE FORCE UNLEASHED　（PSP 輸入版　北米）日本版PSP動作可","LucasArts","2,100","2,090","10","10","1,939","151","5","○","9,671","6",""
"B0010YOQJG","0023272333393","LEGO Indiana Jones: The Original Adventures(輸入版)","LucasArts Entertainment(World)、￥ 464","1,452","1,442","10","12","1,090","242","2","○","6,779","2","2008/06/03"
"B001CB9VSS","0023272335397","Star Wars Battlefront Elite Squadron (PSP 輸入版　北米)日本版PSP動作可","LucasArts","2,190","2,190","490","9","2,190","330","1","○","12,524","9",""
"B001REXH12","0023272337377","Indiana Jones and the Staff of Kings(輸入版)","LucasArts Entertainment(World)、￥ 1,150","1,960","1,890","0","7","1,890","0","","○","34,553","2","2009/06/09"
"B002ABZDVS","0023272338398","Star Wars The Clone Wars Republic Heroes （PSP 輸入版　北米）","LucasArts","1,590","1,580","10","10","1,580","10","3","○","19,182","2",""
"B002BUEH8I","0023272339395","LEGO Indiana Jones 2 The Adventure Continues(PSP 輸入版 北米版)日本版PSP動作可","LucasArts","1,820","1,820","0","10","1,820","10","1","○","8,816","",""
"B000EGDEBW","0040198001496","Samurai Warriors State of War (PSP 輸入版　北米）","Konami","990","990","2,146","6","990","1,350","2","○","54,547","",""
"B000HZDEZQ","0047875753273","Cabela's African Safari","Activision Inc.","","16,919","17,931","2","4,980","3,760","2","×","40,431","",""
"B003VKLA8W","0047875764965","Bakugan Battle Brawlers Defenders of the Core (PSP 輸入版　北米）","Activision Inc.","","1,990","1,340","3","1,990","1,340","","×","24,810","",""
"B0009O7HX0","0047875810693","【輸入版:北米】X-Men Legends II: Rise of Apocalypse","Activision(World)","8,100","8,008","1,017","6","6,920","1,088","1","○","29,901","","2005/10/18"
"B000AGCUQG","0047875810914","【輸入版:北米】GUN Showdown","Activision(World)","8,193","8,543","1","5","4,420","1,000","2","○","36,560","3","2006/10/10"
"B000GAAW0M","0047875814837","Marvel Ultimate Alliance(輸入版)","Activision(World)、￥ 100","","7,499","1","5","2,237","0","6","×","23,777","2","2006/10/24"
"B000GVWY2K","0047875816435","Over the Hedge: Hammy Goes Nuts (輸入版)","Activision(World)","5,505","5,855","1","5","4,339","1,516","2","○","53,126","","2006/11/17"
"B000NJH6PA","0047875819993","Spider-Man 3 （輸入版：北米）","Activision Inc.","5,300","5,300","0","16","5,300","0","","○","6,606","8",""
"B001AZ7RNW","0047875832978","Spider-Man: Web of Shadows (輸入版)","Activision(World)","4,062","4,412","1","6","4,412","1","1","○","49,471","","2008/10/21"
"B001PKHRXM","0047875835894","Transformers: Revenge of the Fallen (PSP 輸入版 北米)","Activision Inc.","2,290","2,290","1,740","10","2,290","17","3","○","16,041","",""
"B000NJFMQK","0047875838512","Transformers the Game(輸入版)","Activision(World)、￥ 95","3,980","3,980","1","7","2,187","1","4","○","27,561","","2007/06/26"
"B0007UVXRW","0083717260011","Death Jr.","Konami","2,290","2,290","0","8","1,489","1","3","○","44,107","",""
"B0009Z3KBC","0083717260035","Ys The Ark of Napishtim (輸入版)","Konami(World)","12,254","12,444","1","8","6,920","5,524","1","○","50,516","","2006/02/28"
"B000FDMUSM","0083717260172","Metal Gear Solid: Digital Graphic Novel (輸入版)","Konami(World)","4,973","5,073","3,928","5","5,073","3,928","","○","52,744","","2006/06/13"
"B000HKIPGE","0083717260233","Silent Hill Origins(輸入版)","Konami(World)","1,290","1,290","160","10","1,290","160","","○","25,699","2","2007/11/06"
"B000GIXIRS","0083717260257","Xiaolin Showdown (PSP 輸入版　北米）日本版PSP動作可","Konami","1,390","1,390","0","6","1,390","0","","○","45,878","",""
"B000HKMG14","0083717260318","Metal Gear Solid Portable Ops (輸入版)","Konami(World)","4,649","4,999","1","9","1,709","1","6","○","50,403","","2006/12/05"
"B000R37S00","0083717260363","Castlevania: The Dracula X Chronicles(輸入版)","Konami(World)、￥ 358","1,987","2,327","3","7","1,939","388","1","○","36,695","","2007/10/23"
"B000UZVL9O","0083717260394","Metal Gear Solid Portable Ops Plus (PSP 輸入版　北米）","Konami","1,690","1,680","10","6","1,680","10","","○","39,531","",""
"B002CZ3SEQ","0083717260493","Silent Hill: Shattered Memories(輸入版:北米・アジア)","Konami(World)","3,989","1,290","310","11","1,290","140","3","○","36,972","2","2010/01/12"
"B002TVBU16","0083717260523","Shadow of Destiny(輸入版)","Konami(World)","2,079","1,590","0","7","1,590","0","","○","24,791","","2010/01/26"
"B002BS47TE","0083717260578","Metal Gear Solid Peace Walker(輸入版)","Konami(World)","2,980","2,817","76","6","1,770","1,047","1","○","34,361","","2010/06/08"
"B000809NXM","0093992097301","Armored Core Formula Front Extreme Battle (PSP 輸入版　北米）","Agetec / FromSoftware","1,590","1,590","0","6","1,348","242","1","○","47,483","",""
"B000809NXW","0093992097509","Popolocrois (輸入版)","Agetec(World)","6,880","6,084","331","9","6,084","331","1","○","43,124","","2005/12/01"
"B002I0GXWO","0492072004473","Dissidia 012 Final Fantasy (PSP 輸入版　北米）","Square Enix","3,293","3,130","165","6","3,130","165","1","○","23,312","",""
"B000G0O6CW","0662248906119","Valkyrie Profile Lenneth(輸入版)","Square Enix(World)","4,572","4,529","0","6","4,330","199","1","○","29,995","","2006/07/19"
"B000NPTOTK","0662248907031","Final Fantasy(輸入版)","Square Enix(World)、￥ 179","1,717","1,687","3","8","1,687","3","","○","24,790","","2007/06/26"
"B000NPOGWK","0662248907048","Final Fantasy II (PSP 輸入版　北米）","Square Enix","1,617","1,607","10","8","1,607","10","","○","22,633","2",""
"B000SSPH3E","0662248907116","Final Fantasy Tactics The War of The Lions (PSP 輸入版　北米）","Square Enix","1,458","1,458","0","13","1,458","0","1","○","23,154","",""
"B0014X7SQ6","0662248907222","Crisis Core: Final Fantasy VII(輸入版)","Square Enix(World)","","3,530","233","5","3,213","317","1","×","10,617","2","2008/03/25"
"B0010YOQIW","0662248907253","Crisis Core: Final Fantasy VII with Limited Edition UMD Case (輸入版)","Square Enix(World)","10,870","7,171","10","6","7,171","10","1","○","52,845","","2008/03/25"
"B00162CMQG","0662248908083","Space Invaders Extreme (PSP 輸入版　北米）","Taito Video Games","1,890","1,890","0","7","1,779","111","1","○","46,167","",""
"B001CM62UM","0662248908199","Star Ocean: First Departure(輸入版)","Square Enix(World)","2,240","1,990","38","3","1,990","38","","○","35,351","","2008/10/21"
"B001CM0PJ6","0662248908205","Star Ocean Second Evolution (PSP 輸入版　北米）","Square Enix","3,390","3,390","640","7","3,390","640","","○","22,604","",""
"B002I0GZ5Y","0662248910086","Kingdom Hearts Birth by Sleep (PSP 輸入版　北米）","Square Enix","3,287","3,627","3","8","3,627","3","1","○","30,820","",""
"B0045U4U52","0662248910352","The 3rd Birthday (PSP 輸入版　北米）","Square Enix","2,280","2,280","10","8","2,280","10","","○","18,940","",""
"B000TP2V3K","0695771600117","Warriors of the Lost Empire （PSP 輸入版　北米）日本版PSP動作可","Tommo","1,890","1,890","0","7","750","788","2","○","47,296","",""
"B000LPJR4O","0710425279683","Sid Meier's Pirates! (PSP 輸入版　北米）","Take-Two Interactive","1,750","1,750","680","4","1,750","680","","○","34,721","",""
"B000JZ4EVW","0710425330520","The Warriors(輸入版)","Vivendi Universal Games(World)","2,400","2,730","20","6","1,565","155","3","○","14,233","5","2010/09/20"
"B00428KJBG","0711719160168","The Eye of Judgment Legends (PSP 輸入版　UK）英語表記","Sony Computer Entertainment","1,590","1,590","0","2","1,590","0","","○","46,155","",""
"B0050SW1WW","0711719220077","Gravity Rush (輸入版)","Sony Computer Entertainment(World)","2,060","2,050","10","16","2,050","10","","○","6,722","","2012/06/12"
"B000GI6APK","0711719861720","【輸入版:北米】Gangs of London","Sony Computer Entertainment(World)、￥ 167","8,100","1,090","0","7","890","200","4","○","24,376","3","2006/10/03"
"B000E0OCR8","0711719861829","DAXTER　（PSP 輸入版　北米）日本版PSP動作可","Sony Computer Entertainment","1,490","1,480","10","8","1,090","390","2","○","17,495","4",""
"B000CFWHQS","0711719862222","【輸入版:北米】Neopets: Petpet Adventures - The Wand of Wishing","Sony Computer Entertainment(World)","8,100","970","10","7","970","10","2","○","40,794","","2006/03/14"
"B002DGNLFK","0711719863427","Jak and Daxter The Lost Frontier (PSP 輸入版　北米）","Sony Computer Entertainment","2,406","2,730","26","5","1,195","1,535","1","○","30,553","",""
"B000R3BN4M","0711719865322","God of War Chains of Olympus （輸入版）","Sony Computer Entertainment","1,400","1,390","10","11","980","9","7","○","24,669","",""
"B000R37S78","0711719870029","Jeanne d'Arc(輸入版)","Sony Computer Entertainment(World)、￥ 138","1,680","1,670","10","8","1,530","140","1","○","36,905","","2007/08/21"
"B000UVZWYS","0711719870326","PURSUIT FORCE EXTREME JUSTICE　（PSP 輸入版）","","1,290","1,290","1,229","7","1,290","1,229","","○","31,777","",""
"B003L51GW2","0711719873723","God of War Ghost of Sparta (PSP 輸入版　北米）","Sony Computer Entertainment","","3,135","1","6","3,135","1","","×","22,647","",""
"B0050JN84Q","0711719876427","Daxter and Secret Agent Clank PSP UMD Dual Pack (輸入版)","Sony Computer Entertainment(World)","1,990","1,990","827","6","1,990","500","2","○","43,082","","2011/06/14"
"B006JKARU8","0711719987703","Dual Pack Patapon & LocoRoco(PSP 輸入版　北米）","Sony Computer Entertainment","1,647","1,987","3","7","1,987","3","","○","37,903","",""
"B0026IUSVK","0712725005610","G-Force(輸入版:北米)","Disney Interactive Studios(World)","3,989","1,380","10","7","1,379","1","1","○","30,152","","2009/07/21"
"B0038N09WA","0712725019587","Toy Story 3: The Video Game(輸入版:北米)","Disney Interactive Studios(World)","4,200","2,998","0","13","2,639","359","1","○","17,568","4","2010/06/15"
"B000NVKZ1A","0719593110026","Innocent Life A Futuristic Harvest Moon (PSP 輸入版　北米）","Natsume","1,590","1,590","1,890","6","1,590","1,890","","○","28,250","",""
"B000S1KZZ6","0719593110033","Harvest Moon: Boy & Girl (輸入版)","Natsume,Inc(World)","10,775","10,280","210","9","6,920","3,360","1","○","46,309","","2007/07/31"
"B002HK0CPY","0719593110064","Adventures to Go! (輸入版)","Natsume,Inc(World)","2,110","2,113","206","9","2,113","206","2","○","48,304","","2009/09/22"
"B00092A6ZS","0722674150057","Dead to Rights Reckoning(PSP 輸入版 北米)","Namco","","2,729","1","6","2,729","1","","×","19,975","",""
"B000A5K5NC","0722674150064","Bounty Hounds (PSP 輸入版　北米）","Namco","1,890","1,890","0","6","1,889","1","1","○","49,477","",""
"B000BLFE9K","0722674150071","Me and My Katamari(輸入版)","Namco Bandai Games(World)","1,424","1,390","34","6","1,390","34","","○","26,872","","2006/08/08"
"B000GA97ZI","0722674150149","Warhammer Battle for Atluma （PSP　輸入版　北米）日本版PSP動作可","Namco","1,790","1,790","1,948","5","850","9","2","○","41,601","",""
"B000FM0SHS","0722674150156","The Legend of Heroes II Prophecy of the Moonlight Witch (輸入版)","Namco Bandai Games(World)","12,176","13,116","842","5","6,920","6,196","2","○","53,231","","2006/08/08"
"B000FVM49Y","0722674150187","Ace Combat X: Skies of Deception(輸入版)","Namco Bandai Games(World)","","6,066","539","5","6,066","539","","×","35,532","","2006/10/23"
"B000OOOISM","0722674150248","Tales of the World Radiant Mythology (PSP 輸入版　北米）","Namco","","5,373","7","5","5,373","7","1","×","38,174","",""
"B000OOOIXM","0722674150262","Naruto Ultimate Ninja Heroes （PSP 輸入版 北米）日本版PSP動作可","Namco","1,990","1,990","2,699","9","1,820","170","2","○","7,584","",""
"B0015HZLV0","0722674150286","Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress(輸入版)","Namco Bandai Games(World)","1,590","1,590","0","8","1,590","0","","○","43,825","","2008/06/24"
"B0028A6UKE","0722674150323","Naruto Shippuden Legends Akatsuki Rising　（PSP 輸入版　北米）日本版PSP動作可","Namco","1,950","1,940","10","6","1,280","400","4","○","32,905","",""
"B0037BSTOS","0722674150361","Ace Combat Joint Assault (PSP 輸入版　北米）","Namco","6,792","7,142","1","5","2,626","4,516","1","○","22,510","",""
"B004H80TSY","0722674150392","Naruto Shippuden Kizuna Drive (PSP 輸入版　北米）","Namco","2,890","2,890","0","8","2,890","0","","○","27,700","",""
"B000IOM452","0730865600014","Monster Kingdom: Jewel Summoner (輸入版)","Atlus(World)","14,632","12,588","2,394","10","9,920","2,536","2","○","53,221","","2007/02/13"
"B000MIKS9I","0730865600021","Riviera: The Promised Land (輸入版)","Atlus(World)","20,432","12,450","3,685","6","7,420","5,030","1","○","36,956","","2007/07/10"
"B00149I2ME","0730865600045","R-TYPE COMMAND (PSP 輸入版　北米）","Atlus","1,790","1,790","1,132","5","1,790","1,132","","○","23,039","",""
"B001ATAIH0","0730865600052","Yggdra Union We'll Never Fight Alone (PSP 輸入版　北米）","Atlus","1,890","1,890","940","6","1,890","940","","○","42,344","",""
"B001QTW2HI","0730865600083","Crimson Gem Saga (輸入版)","Atlus(World)","12,192","11,253","1,289","7","8,920","2,333","1","○","51,518","","2009/05/26"
"B00356GVRW","0730865600144","Shin Megami Tensei：Persona 3 Portable (PSP) 北米版","Atlus Video Games","2,190","2,190","125","20","2,190","125","","○","21,359","",""
"B00523VFJU","0730865600175","Shin Megami Tensei: Persona 2 Innocent Sin (輸入版)","Atlus(World)","4,800","4,800","100","8","4,800","100","","○","26,442","","2011/09/21"
"B006YMG92G","0730865600182","Growlanser Wayfarer of Time(PSP 輸入版　北米）","Atlus","7,427","6,995","782","8","6,995","782","","○","22,535","",""
"B00242KDGS","0742725278608","Ghostbusters The Video Game(PSP 輸入版 北米版)日本版PSP動作可","Atari Inc.","","3,030","106","5","1,830","1,200","1","×","24,488","3",""
"B0013KPSDA","0752919480465","WALL-E　（PSP 輸入版　北米）日本版PSP動作可","","1,890","1,890","1,417","5","1,435","75","2","○","37,255","",""
"B002BUSSPG","0752919480984","SpongeBob's Truth or Square （PSP 輸入版 北米）","THQ","2,880","3,030","3,397","5","3,030","199","1","○","21,711","",""
"B003S2JIAK","0752919481660","MEGAMIND: The Blue Defender(輸入版:北米・アジア)","THQ(World)","990","990","0","10","990","0","","○","30,087","","2010/11/02"
"B000H1R0D2","0788687400268","Justice League Heroes(輸入版)","Eidos Interactive(World)","2,180","2,330","1,284","7","2,330","1,284","","○","18,758","2","2006/11/28"
"B000N0WBJ0","0788687400374","300: March to Glory(輸入版)","Eidos Interactive(World)","1,590","1,590","490","7","1,134","1","3","○","25,430","","2007/02/27"
"B000AB0S38","0814582409126","GripShift (輸入版)","Sony Computer Entertainment(World)","3,592","3,486","206","4","1,029","1","2","○","50,571","","2006/06/15"
"B000BKHYQ2","0814582410023","Untold Legends: The Warriors Code (輸入版)","Sony Computer Entertainment(World)","1,468","1,468","0","7","1,319","1","5","○","43,010","","2006/03/29"
"B000FYZS6M","0827307946691","Grand Theft Auto Vice City Stories(輸入版)","Rock Star Games(World)","2,016","2,016","1,964","7","2,016","229","4","○","10,152","27","2006/11/06"
"B000MXWVGQ","0828706521557","Star Trek: Nemesis [UMD for PSP] (輸入版)","Paramount(World)","2,774","3,008","116","5","3,008","116","1","○","26,498","",""
"B000MR5OBQ","0853466001032","Valhalla Knights (輸入版)","Xseed(World)","3,680","4,030","1","6","4,030","1","1","○","54,420","","2007/04/17"
"B000R1B0P6","0853466001049","Dungeon Maker Hunting Ground (PSP 輸入版 北米版)日本版PSP動作可","Xseed Games","2,590","2,590","0","9","1,330","1,260","2","○","47,712","",""
"B000R39IKI","0853466001056","Brave Story New Traveler (PSP 輸入版　北米）","Xseed","2,490","2,490","1,684","6","2,490","350","1","○","40,311","",""
"B0012FHYS8","0853466001087","Wild Arms XF (輸入版)","Xseed(World)","4,618","4,730","238","6","4,730","238","","○","47,873","","2008/03/11"
"B003O21OWY","0853466001346","Ys Seven (PSP 輸入版　北米）","Xseed Games","1,870","1,850","20","9","1,850","20","","○","38,528","",""
"B004BV5O0U","0853466001377","The Legend of Heroes Trails in the Sky (PSP 輸入版　北米）","Xseed Games","3,824","4,030","94","11","3,680","350","2","○","6,156","",""
"B004R0TR0S","0853466001407","Ys I and II Chronicles (輸入版)","Xseed(World)","5,291","5,641","1","9","5,641","1","","○","45,654","","2011/01/18"
"B000HKP7TW","0855743001117","Jackass: The Video Game (輸入版)","Red Mile(World)","1,780","1,780","0","27","1,728","0","7","○","6,130","6","2007/09/27"
"B000E41KXI","0857823001017","Generation of Chaos (PSP 輸入版　北米）","NIS","2,890","2,890","5,914","6","2,889","1","3","○","46,481","",""
"B001C3N0P6","0857823001260","Mana Khemia Student Alliance (PSP 輸入版　北米）","NIS","2,490","2,490","0","8","2,490","0","1","○","43,154","",""
"B0029ZUPSQ","0857823001406","Disgaea 2: Dark Hero Days(輸入版)","NIS America(World)","","13,150","1,570","6","5,420","3,186","2","×","39,783","","2009/09/08"
"B001L8DKJ8","0857823001468","Prinny Can I Really Be the Hero? (PSP 輸入版　北米）","NIS","2,590","2,590","0","8","2,590","0","","○","47,435","",""
"B000QSVMRG","0857823001833","Dragoneer's Aria (PSP 輸入版　北米）","NIS","2,590","2,590","0","9","2,590","0","1","○","53,925","",""
"B001B0AXVO","0878614001054","CID The Dummy(輸入版)","O-Games(World)","2,079","1,190","0","9","1,190","0","","○","45,846","","2009/07/07"
"B00274SI7Y","0879278110106","The Secret Saturdays Beasts of The 5th Sun (PSP 輸入版　北米）","D3 Publisher","1,390","1,390","0","8","1,390","0","","○","44,666","",""
"B003LVEQLY","0879278110151","BEN 10: Ultimate Alien(輸入版:北米・アジア)","D3 Publisher(World)、￥ 348","1,890","1,890","0","8","1,800","90","2","○","15,399","2","2010/10/05"
"B0015Z1I96","0883929020676","LEGO Batman(輸入版)","Warner Bros(World)","","3,030","60","9","2,040","990","1","×","19,962","5","2008/09/23"
"B002BSC5AC","0883929085965","LEGO Harry Potter: Years 1-4(輸入版)","Warner Bros(World)","2,240","1,650","0","12","1,650","0","1","○","8,474","3","2010/06/29"
"B0051TLBKI","0883929188222","LEGO Harry Potter: Years 5-7(輸入版)","Warner Bros(World)","1,650","1,640","5","13","1,640","5","","○","22,526","","2011/11/15"
"B00GY4OALG","0883929399222","LEGO The Hobbit(北米版)","Warner Bros(World)","3,915","3,915","330","8","3,915","330","","○","19,698","","2014/04/08"
"B000XR48SK","0893384000342","Rainbow Island: Revolution （輸入版：北米）","Ignition Entertainment Ltd","1,490","1,490","0","7","1,490","0","","○","44,817","",""
"B001REZLWK","0893610001174","Guilty Gear XX Accent Core Plus (PSP 輸入版　北米）","Aksys Games","1,390","1,390","0","6","1,390","0","","○","42,780","",""
"B00304SAJQ","0893610001297","Mimana: Iyar Chronicle(輸入版)","Aksys(World)","8,260","3,630","3,688","5","3,630","3,688","","○","20,590","","2010/05/30"
"B003WIWQF4","0893610001396","Blazing Souls: Accelate(輸入版)","Aksys(World)","1,590","1,590","344","10","1,590","344","","○","45,141","","2010/10/19"
"B004I1RT1A","0893610001419","Jikandia The Timeless Land (PSP 輸入版　北米）","Aksys Games","990","990","600","8","990","600","","○","51,738","",""
"B004WMS70C","0893610001488","BlazBlue Continuum Shift II (PSP 輸入版　北米）","Aksys Games","1,990","1,990","0","8","1,990","0","2","○","55,404","",""
"B005T3GSBS","0893610001501","Hakuoki Demon of the Fleeting Blossom(PSP 輸入版　北米）","Aksys Games","3,307","3,130","517","7","3,130","517","1","○","28,519","",""
"B005EYJ4PO","0893610001518","Fate Extra(PSP 輸入版　北米）","Aksys Games","2,790","2,790","50","9","2,790","50","","○","38,177","",""
"B005HK0VZW","0893610001532","Fate/Extra Limited Edition (輸入版:北米)","Aksys","6,494","6,574","0","9","2,340","4,234","2","○","38,346","",""
"B005T3GSCM","0893610001549","薄桜鬼　Hakuoki: Demon of the Fleeting Blossom Limited Edition","Aksys","","","","","5,350","","1","×","45,046","",""
"B008BERJEM","0893610001655","Ragnarok Tactics(PSP 輸入版　北米）","Aksys Games","2,890","2,890","0","9","2,890","0","1","○","46,542","",""
"B002M770AC","2200630001707","ファンタシースターポータブル2 特典 Amazon.co.jpオリジナルピクチャーレーベル ファンタシースターポータブル2 スペシャルシングルCD付き","セガ","","7,899","1","4","1,840","10","4","×","11,372","18","2009/12/03"
"B005LM0Q0Q","2200630003411","フェイト/エクストラ CCC (通常版) 特典 フェイト/エクストラ CCC Virgin Bride付き","マーベラスAQL","6,458","6,700","180","8","5,350","630","4","○","8,314","8","2013/03/28"
"B004LKSB3S","2200630006474","エルミナージュOriginal ~闇の巫女と神々の指輪~【 Amazon.co.jpオリジナル特典データCD付き】","スターフィッシュ・エスディ、￥ 198","7,480","7,480","10","4","7,430","50","1","○","18,741","2","2011/05/19"
"B001C9Y7YS","2200630007341","テイルズ オブ ザ ワールド レディアント マイソロジー 2 特典 スペシャルDVD付き","ナムコ","","9,480","100","2","1,699","1","11","×","13,489","81","2009/01/29"
"B00BIYSF7C","2200630009161","サモンナイト5 (初回封入特典ソーシャルゲーム「サモンナイト コレクション」の特設ページで入力すると「5」の主人公カードが入手できるシリアルコード 同梱)  予約特典『サモンナイト5』特別設定集 付","バンダイナムコゲームス","6,151","4,400","79","24","3,380","0","6","○","2,717","211","2013/05/16"
"B003ZX7FRU","2200630010792","タクティクスオウガ 運命の輪 特典 オリジナルタロットカード付き","スクウェア・エニックス","6,151","4,498","0","14","1,031","1","19","○","6,718","51","2010/11/11"
"B001MVNPMQ","4005209119702","UP （PSP 輸入版 北米）","THQ","1,290","1,290","0","7","1,290","0","","○","38,657","",""
"B003ZSC12E","4005209128988","Worms Open Warfare 2　（PSP　輸入版　北米　アジア）","THQ","1,890","1,890","1,093","2","1,890","1,093","","○","31,609","",""
"B00313IMDU","4521923200361","グランド・セフト・オート: チャイナタウン・ウォーズ【CEROレーティング「Z」】","サイバーフロント","","3,850","430","9","2,090","0","8","×","11,597","17","2010/03/11"
"B005ZNJRNI","4521923200651","永遠のアセリア(通常版)","サイバーフロント","5,184","3,970","20","9","2,050","599","10","○","7,373","7","2012/03/08"
"B006ZT4J02","4521923200699","聖なるかな -オリハルコンの名の下に- (通常版)","サイバーフロント","6,264","4,380","18","9","2,340","10","23","○","6,607","4","2012/04/19"
"B006ZT4KEW","4521923200705","聖なるかな -オリハルコンの名の下に- (初回限定版:「特製ブックレット」「ボーカル曲入りCD」同梱)","サイバーフロント、￥ 2,088","10,290","10,640","1,340","2","3,290","14","16","○","12,011","8","2012/04/19"
"B00A0FOW04","4521923200927","空を仰ぎて雲たかく Portable(通常版)","サイバーフロント","6,264","3,870","80","9","2,250","497","13","○","21,000","2","2013/03/07"
"B00A0FUB2M","4521923200934","空を仰ぎて雲たかく Portable(限定版)","サイバーフロント","8,424","4,930","10","15","2,970","520","8","○","15,342","","2013/03/07"
