ASIN,コード,タイトル,メーカー、ブランド,定価,新品価格,新品安値ギャップ,新品数,中古最安値,中古安値ギャップ,中古数,在庫,ランキング,レビュー数,発売日
"B0026RH5EE","4562224420539","タユタマ-Kiss on my Deity-(初回限定版)","5pb.","9,504","2,400","0","11","1,425","265","12","○","13,043","10","2009/11/05"
"B0027A9W82","4562224420546","メモリーズオフ6 ~T-Wave~","5pb.、￥ 929","","6,630","","1","2,100","157","7","×","14,686","12","2009/08/27"
"B0027A9WBY","4562224420553","メモリーズオフ6 ネクストリレーション(通常版)","5pb.、￥ 129","7,344","1,250","0","19","765","5","21","○","14,530","3","2009/08/27"
"B0027A9WAA","4562224420560","メモリーズオフ6 ネクストリレーション(限定版)","5pb.、￥ 130","9,504","2,150","0","12","739","11","15","○","3,502","6","2009/08/27"
"B0029U2C5K","4562224420577","メモリーズオフ6 ダブルパック","5pb.","10,584","4,560","20","4","1,780","29","18","○","19,380","6","2009/08/27"
"B003XT6YDC","4562226430178","Fallout: New Vegas (フォールアウト:ニューベガス) 【CEROレーティング「Z」】","ベセスダ・ソフトワークス、￥ 548","8,424","2,572","1","13","1,230","90","21","○","4,146","98","2010/11/04"
"B004Q3PSA4","4562226430192","BRINK","ベセスダ・ソフトワークス","8,208","1,020","0","15","824","66","20","○","12,027","13","2011/06/16"
"B006V8BGZI","4562226430277","Fallout: New Vegas 特別価格版【CEROレーティング「Z」】","ベセスダ・ソフトワークス","3,024","2,100","0","9","2,020","80","1","○","16,596","","2012/03/22"
"B004HYK956","4562226430314","Elder Scrolls V: Skyrim(輸入版)","Bethesda Softworks(World)","3,430","3,420","10","16","1,800","150","4","○","17,518","46","2011/11/11"
"B006QH5X44","4562226430352","Fallout: New Vegas Ultimate Edition【CEROレーティング「Z」】","ベセスダ・ソフトワークス","5,260","5,550","45","7","4,800","280","7","○","3,648","36","2012/03/22"
"B0095SBQR4","4562226430437","DOOM3 BFG EDITION【CEROレーティング「Z」】","ベセスダ・ソフトワークス","5,590","5,590","400","8","2,365","8","6","○","6,294","14","2012/11/22"
"B001BAQFUW","4562252050012","雷電IV","モス","","7,694","4,786","8","4,950","30","7","×","13,093","10","2008/10/02"
"B001IDYNGA","4562271970025","レースドライバーグリッド(通常版)","コードマスターズ、￥ 119","7,344","1,830","942","6","900","0","5","○","14,275","6","2009/01/15"
"B001G610A6","4562271970049","レースドライバーグリッド (スペシャルエディション) (ダウンロード用キャンペーンコード同梱)","コードマスターズ","7,344","2,450","0","9","679","1","19","○","16,740","20","2009/01/15"
"B002UUUMSI","4562271970063","オペレーション フラッシュポイント:ドラゴンライジング","コードマスターズ","7,344","2,869","1","9","1,164","1","23","○","12,018","42","2010/01/14"
"B002EL47GQ","4562271970087","FUEL(フューエル)","コードマスターズ","7,344","1,140","1,320","8","1,140","9","13","○","17,810","10","2009/09/17"
"B002HOR38O","4562271970162","コリン・マクレー ダート2","コードマスターズ、￥ 1,076","7,344","2,650","530","7","2,080","8","14","○","5,954","15","2009/11/05"
"B002EL3WQM","4562271970193","F1 2010","コードマスターズ、￥ 77","7,992","1,379","1","13","560","0","28","○","14,546","21","2010/10/07"
"B0052C1PIW","4562271970247","DiRT3 (VIP PASS CODE 同梱)","コードマスターズ","7,992","3,568","571","5","1,694","28","11","○","4,953","7","2011/08/25"
"B005938622","4562271970292","F1 2011 (VIP PASS CODE 同梱)","コードマスターズ、￥ 130","7,992","1,360","89","18","790","18","18","○","7,521","27","2011/10/06"
"B008F4MK06","4562271970384","F1 2012","コードマスターズ、￥ 859","7,992","2,071","0","36","1,730","0","18","○","14,837","13","2012/10/04"
"B000QHSHC0","4562289970536","ラスト レムナント","スクウェア・エニックス","8,424","830","29","30","328","0","177","○","2,592","310","2008/11/20"
"B0070TZ9KU","4562363460595","XBOX360 HDMI AV ケーブル","日本ベターリビング","","","","","2,940","","1","×","18,476","3",""
"B006QI7UEE","4562363460977","XBOX360コンポジット　ステレオＡＶケーブル","日本ベターリビング","","","","","980","","1","×","22,124","",""
"B000TUU8TY","4571209310208","ゲーミングヘッドセット(Xbox 360用)","デイテル・ジャパン","","9,990","","1","7,580","2,410","1","×","12,047","28","2007/07/20"
"B001YQGR2O","4571209311236","(Xbox 360用)VGA HD AV ロングケーブル","クール・クラウン","","","","","5,000","480","3","×","13,539","12","2009/05/17"
"B004EWEX12","4571297320035","むちむちポーク&ピンクスゥイーツ (限定版)","ケイブ","","18,910","930","4","9,980","5,170","2","×","8,207","7","2011/02/24"
"B003FMVSQU","4571304475000","グランド・セフト・オート:エピソード・フロム・リバティーシティ【CEROレーティング「Z」】","テイクツー・インタラクティブ・ジャパン、￥ 169","6,264","1,499","1","22","799","0","31","○","9,974","26","2010/06/10"
"B003YDYZVK","4571304475024","NBA2K11","テイクツー・インタラクティブ・ジャパン、￥ 149","6,264","1,772","8","6","820","10","10","○","12,917","8","2010/10/14"
"B003V5XOWW","4571304475031","レッド・デッド・リデンプション【CEROレーティング「Z」】","テイクツー・インタラクティブ・ジャパン","8,900","8,800","9","9","1,460","0","28","○","3,852","119","2010/10/07"
"B003Z6P006","4571304475048","MAFIA II【CEROレーティング「Z」】","テイクツー・インタラクティブ・ジャパン、￥ 429","7,344","3,289","1","17","1,580","480","15","○","7,590","16","2010/11/11"
"B0046ECA5E","4571304475055","Borderlands Game of The Year Edition","テイクツー・インタラクティブ・ジャパン","3,628","","","9","","","24","○","1,189","43","2012/04/05"
"B004FGM5KS","4571304475062","レッド・デッド・リデンプション:アンデッド・ナイトメア【CEROレーティング「Z」】","テイクツー・インタラクティブ・ジャパン、￥ 189","4,104","2,339","1","10","878","1","24","○","8,371","24","2011/02/10"
"B00BIYQSXU","4571380487829","Razer Sabertooth Xbox 360/PC用 ゲーミング コントローラー 【正規保証品】 RZ06-00890100-R3A1","レイザー","11,880","11,880","2,440","6","7,750","2,168","2","○","4,463","21","2013/03/28"
"B000W7UVZU","4580206270057","CLANNAD(クラナド)","プロトタイプ、￥ 609","6,912","5,092","0","12","1,320","49","33","○","10,350","35","2008/08/28"
"B001KVZUG2","4580206270064","タイムリープ","プロトタイプ","6,912","2,821","0","17","1,138","2","21","○","14,198","18","2009/06/25"
"B002DR46MQ","4580206270101","智代アフター~イッツ ア ワンダフルライフ~CSエディション","プロトタイプ","5,616","2,397","1","22","1,540","345","14","○","13,437","11","2010/09/22"
"B008NYYPF6","4580223538260","Microsoft マイクロソフト Xbox 360用 AVケーブル-538260","OEM","880","1,330","0","5","964","366","1","○","83,404","","2012/07/23"
"B004EWEX1C","4580240060249","Piaキャロットへようこそ!!4 ~夏の恋活~","PIACCI、￥ 552","7,538","1,999","0","19","1,320","10","7","○","16,340","4","2011/02/24"
"B005TEPSOU","4580398810093","スーパーストリートファイターIV アーケード ファイトスティック トーナメントエディション "S" Xbox 360 （白）","マッドキャッツ株式会社","","25,929","2,221","2","11,150","950","3","×","25,152","",""
"B005TESC9I","4580398810109","スーパーストリートファイターIV アーケード ファイトスティック トーナメントエディション "S" Xbox 360 （黒）","マッドキャッツ株式会社","","","","","11,390","","1","×","25,231","3",""
"B006HGWH0W","4580398810321","ソウルキャリバーV アーケード ファイトスティック ”ソウルエディション” Xbox 360","マッドキャッツ株式会社","16,800","10,647","9,933","3","9,250","1,397","2","○","10,709","5",""
"B006WQ0MTU","4580398810345","Mad Catz / STREET FIGHTER x 鉄拳 アーケード ファイトスティック プロ クロスデザイン for Xbox 360? ( MCX-FS-SXT-PRO-C ) パッケージ:英語版","マッドキャッツ株式会社","22,010","22,010","","","10,340","11,670","1","○","30,560","",""
"B0063U7EJG","4580398810390","Mad Catz / STREET FIGHTER x 鉄拳 アーケード ファイトスティック プロ ラインデザイン for Xbox360  ( MCX-FS-SXT-PRO-L ) パッケージ:英語版","マッドキャッツ株式会社","","21,800","","1","10,140","1,250","2","×","30,191","",""
"B00871IQF0","4580398810727","Mad Catz　ストリートファイターIV ラウンド2 アーケード ファイトスティック トーナメント エディション for Xbox 360","MadCatz","","","","","16,590","","1","×","23,236","",""
"B0083VC1Q4","4580398810741","MLGプロサーキット コントローラー for Xbox 360 (MCX-GP-MLG-PRO)","マッドキャッツ株式会社","","","","","9,950","","1","×","22,007","10",""
"B008VAYLEW","4580398810918","Team Mad Catz Arcade FightStick Versus Series SH (静音) （SF25周年大会 ウメハラ、ときど、マゴ使用モデル） (Xbox360対応版)","マッドキャッツ株式会社","36,000","36,000","","","36,000","8,280","1","○","16,423","4",""
"B000FIU1JM","4582118810062","旋光の輪舞 Rev.X(通常版)","グレフ","8,800","8,800","","","639","5","18","○","24,876","11","2006/07/27"
"B0011YAA04","4582118810086","旋光の輪舞 Rev.X Xbox 360 プラチナコレクション","グレフ","3,149","3,149","1","8","366","64","24","○","5,314","8","2008/03/06"
"B001UQ5R5G","4582118810093","まもるクンは呪われてしまった!(通常版)","グレフ、￥ 719","","3,837","13","5","1,904","216","19","×","18,725","2","2009/06/25"
"B001UQ5R56","4582118810109","まもるクンは呪われてしまった!(限定版:攻略DVD「INSANITY DVD THE PERFECT TERROR まもるクンは呪われてしまった!」&「特製サウンドトラックCD」同梱)","グレフ","9,180","4,910","1,490","3","3,110","5","8","○","14,412","7","2009/06/25"
"B002XQ2KKC","4582118810116","旋光の輪舞DUO(通常版)","グレフ、￥ 656","7,344","2,637","1","16","1,180","540","14","○","9,661","10","2010/05/20"
"B002XUMAJY","4582118810123","旋光の輪舞DUO (限定版) (「キャラクタードラマCD」同梱)","グレフ、￥ 679","9,504","4,120","0","8","1,694","0","11","○","14,572","7","2010/05/20"
"B006FCX2WU","4582118810154","アンダーディフィートHD(通常版)","グレフ、￥ 1,908","","5,470","0","6","4,800","670","2","×","10,971","4","2012/02/23"
"B006FCX5PE","4582118810161","アンダーディフィートHD(限定版)","グレフ","8,618","8,367","1","9","5,540","2,827","1","○","15,301","5","2012/02/23"
"B002H9WISE","4582168242097","アーケードファイトスティック トーナメントエディション for Xbox 360","マッドキャッツ","","","","","15,150","1,650","2","×","17,427","17","2009/10/22"
"B002H9WISY","4582168242103","トーナメントエディション ファイトパッド for Xbox 360","マッドキャッツ","","12,150","","1","3,865","4,775","2","×","17,071","29","2009/10/22"
"B003EELOPE","4582168242264","アーケードスティック トーナメントエディション ブラック スーパーストリートファイターIV ver.for Xbox360","マッドキャッツ","","","","","21,050","","1","×","40,142","","2010/04/28"
"B003EELOPO","4582168242271","アーケードスティック トーナメントエディション ホワイト スーパーストリートファイターIV ver.for Xbox360","マッドキャッツ","","","","","23,800","550","3","×","39,112","","2010/04/28"
"B004J18E18","4582168242394","フロアスタンド for Kinect","MSY","","","","","3,340","","1","×","25,209","","2011/01/27"
"B004BR2BUA","4582168242400","テレビ マウント for Kinect (MS-3604)","MSY","","","","","4,580","","1","×","16,994","20","2010/11/20"
"B005CTCTT4","4582168243285","Razer Sabertooth Xbox 360/PC用 ゲーミング コントローラー 【正規保証品】 RZ06-00890100-R3A1","レイザー","11,880","","","6","","","2","○","4,463","21","2013/03/28"
"B005CTCTG2","4582168243292","Razer Sabertooth Xbox 360/PC用 ゲーミング コントローラー 【正規保証品】 RZ06-00890100-R3A1","レイザー","11,880","","","6","","","2","○","4,463","21","2013/03/28"
"B000E0TEZ8","4582210540027","バレットウィッチ","AQインタラクティブ","","","","","1,090","185","11","×","2,746","60","2006/07/27"
"B000OYZ56G","4582210540089","バレットウィッチ Xbox 360 プラチナコレクション","AQインタラクティブ","","11,170","0","4","979","101","15","×","3,675","53","2007/06/14"
"B000VK6VAM","4582224491902","ガンダム無双インターナショナル","バンダイ","8,023","540","260","9","330","11","39","○","8,212","35","2007/12/27"
"B001EYTO4O","4582224492510","ガンダム無双2","バンダイ","8,023","1,750","220","16","373","1","50","○","8,623","57","2008/12/18"
"B001F0Q0TE","4582224492527","ガンダム無双インターナショナル Xbox 360 プラチナコレクション","バンダイ","3,909","828","122","16","341","10","17","○","25,986","2","2008/10/23"
"B001H9NT8I","4582224492589","ガンダム無双2 TREASURE BOX(「LED内蔵マグネットバッジ」14種類同梱)","バンダイ","13,824","1,691","809","10","1,231","11","5","○","13,691","4","2008/12/18"
"B002S529H2","4582224493272","ガンダム無双2 GUNDAM 30th ANNIVERSARY COLLECTION","バンダイ","3,909","1,520","130","11","688","5","8","○","17,018","8","2009/12/17"
"B003EQ3H2U","4582224493524","ガンダム無双2 プラチナコレクション","バンダイナムコゲームス","3,909","1,780","0","11","958","11","6","○","28,843","","2010/06/03"
"B0045EPFXO","4582224493883","ガンダム無双3","バンダイナムコゲームス","8,023","2,800","0","17","1,661","82","25","○","6,117","26","2010/12/16"
"B000HAIE42","4582253510063","MotoGP ’06","THQジャパン、￥ 109","7,344","3,680","214","8","1,190","10","16","○","25,676","7","2006/10/12"
"B000IWKEM4","4582253510094","WWE 2007 SmackDown! VS RAW","THQジャパン","7,140","1,349","0","8","341","10","26","○","22,870","6","2007/01/25"
"B000IBELME","4582253510117","The Outfit","THQジャパン、￥ 80","7,344","4,099","0","6","599","1","17","○","22,615","8","2006/11/02"
"B000OYZ5AW","4582253510209","セインツ ロウ【CEROレーティング「Z」】","THQジャパン","","12,980","10","3","1,117","32","24","×","7,287","32","2007/06/21"
"B000W6O6A2","4582253510278","スタントマン:イグニッション","THQジャパン","7,344","1,470","350","15","919","0","25","○","11,546","11","2007/12/13"
"B00104NWW8","4582253510322","WWE 2008 SmackDown vs Raw","THQジャパン","7,344","1,080","400","8","341","0","22","○","28,657","8","2008/02/14"
"B000XUDA0E","4582253510377","ドリフトナイツ:Juiced2","THQジャパン","7,344","3,150","0","14","530","450","16","○","5,993","10","2008/01/17"
"B000W6PY4E","4582253510391","CONAN(コナン)","THQジャパン","7,344","1,057","13","13","739","9","19","○","4,814","12","2007/12/06"
"B0011YA9ZA","4582253510452","Saints Row セインツ・ロウ Xbox 360 プラチナコレクション【CEROレーティング「Z」】","THQジャパン","","9,500","3,350","2","1,280","0","10","×","16,851","13","2008/03/06"
"B0027A9W2I","4582253510872","WWE レジェンズ・オブ・レッスルマニア","THQジャパン、￥ 1","7,344","350","10","20","341","0","28","○","8,070","5","2009/07/09"
"B002YQ3YGA","4582253510896","WWE 2010 Smackdown vs Raw","THQジャパン、￥ 1","7,344","480","0","11","339","1","22","○","2,489","12","2010/01/28"
